"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.964934242E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
6.966922321E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
6.968910549E0,-9.624999948E-4,-1.099999994E-3,-1.374999993E-4,1.468098252E-3
6.970898637E0,-9.624999948E-4,0.000000000E0,-1.374999993E-4,9.722718189E-4
6.972886866E0,-9.624999948E-4,1.099999994E-3,-1.374999993E-4,1.468098252E-3
6.974874945E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
6.976863174E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
6.978851253E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
6.980839481E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
6.982827565E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
6.984815794E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
6.986803873E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
6.988792102E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
6.990780181E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
6.992768410E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
6.994756459E0,1.374999993E-4,1.099999994E-3,1.924999990E-3,2.221380471E-3
6.996744688E0,1.237499993E-3,1.099999994E-3,8.249999955E-4,1.849873296E-3
6.998732767E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.000720996E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.002709075E0,1.374999993E-4,1.099999994E-3,8.249999955E-4,1.381857890E-3
7.004697304E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.006685364E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.008673592E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.010661671E0,1.237499993E-3,-1.099999994E-3,8.249999955E-4,1.849873296E-3
7.012649900E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.014644727E0,1.237499993E-3,1.099999994E-3,8.249999955E-4,1.849873296E-3
7.016637982E0,1.374999993E-4,1.099999994E-3,8.249999955E-4,1.381857890E-3
7.018614292E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.020602520E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.022590597E0,-9.624999948E-4,0.000000000E0,-1.374999993E-4,9.722718189E-4
7.024578828E0,-9.624999948E-4,0.000000000E0,8.249999955E-4,1.267687356E-3
7.026566905E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.028555150E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.030543229E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.032531458E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.034519536E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.036507765E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.038495844E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.040484083E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.042472162E0,-9.624999948E-4,0.000000000E0,-1.374999993E-4,9.722718189E-4
7.044460391E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.046448470E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.048436698E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.050424777E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.052412996E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.054400998E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.056389073E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.058377304E0,1.237499993E-3,-1.099999994E-3,8.249999955E-4,1.849873296E-3
7.060365611E0,1.237499993E-3,-1.099999994E-3,8.249999955E-4,1.849873296E-3
7.062353690E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.064341679E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.066329908E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.068317987E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.070306216E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.072294295E0,1.237499993E-3,2.199999988E-3,-1.374999993E-4,2.527906729E-3
7.074282524E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.076270589E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.078258894E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.080247127E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.082235204E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.084223433E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.086211512E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.088199754E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.090187833E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.092176062E0,1.374999993E-4,1.099999994E-3,-1.237499993E-3,1.661418812E-3
7.094164141E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.096152141E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.098140370E0,1.237499993E-3,0.000000000E0,-1.237499993E-3,1.750089274E-3
7.100128653E0,1.374999993E-4,0.000000000E0,-1.237499993E-3,1.245115450E-3
7.102116656E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.104104961E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.106092963E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.108081040E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.110069346E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.112057363E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.114045592E0,-9.624999948E-4,0.000000000E0,-1.374999993E-4,9.722718189E-4
7.116033671E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.118021899E0,1.237499993E-3,-1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.120009978E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.121998207E0,2.199999988E-3,1.099999994E-3,-1.374999993E-4,2.463515006E-3
7.123986271E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.125974500E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.127962579E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.129950807E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.131938886E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.133927115E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.135915194E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.137903423E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.139891502E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.141879731E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.143867809E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.145856038E0,1.237499993E-3,1.099999994E-3,8.249999955E-4,1.849873296E-3
7.147844117E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.149832346E0,1.374999993E-4,1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.151820425E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.153808654E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.155796733E0,1.237499993E-3,-1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.157784961E0,1.237499993E-3,-1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.159773035E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.161761264E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.163749343E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.165737572E0,-9.624999948E-4,1.099999994E-3,-1.374999993E-4,1.468098252E-3
7.167725651E0,-9.624999948E-4,0.000000000E0,8.249999955E-4,1.267687356E-3
7.169713879E0,-9.624999948E-4,-1.099999994E-3,8.249999955E-4,1.678401388E-3
7.171701953E0,1.374999993E-4,0.000000000E0,8.249999955E-4,8.363798434E-4
7.173690182E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.175678261E0,1.374999993E-4,-1.099999994E-3,8.249999955E-4,1.381857890E-3
7.177666490E0,-9.624999948E-4,-2.062499989E-3,8.249999955E-4,2.420937305E-3
7.179654569E0,-9.624999948E-4,0.000000000E0,8.249999955E-4,1.267687356E-3
7.181642798E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.183630896E0,1.374999993E-4,0.000000000E0,-1.237499993E-3,1.245115450E-3
7.185619125E0,1.374999993E-4,0.000000000E0,-1.237499993E-3,1.245115450E-3
7.187607204E0,1.237499993E-3,0.000000000E0,-1.374999993E-4,1.245115450E-3
7.189595433E0,1.237499993E-3,0.000000000E0,8.249999955E-4,1.487289893E-3
7.191583512E0,1.237499993E-3,1.099999994E-3,8.249999955E-4,1.849873296E-3
7.193571741E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.195559868E0,2.199999988E-3,1.099999994E-3,-1.237499993E-3,2.753435339E-3
7.197548096E0,1.237499993E-3,1.099999994E-3,-1.237499993E-3,2.067078241E-3
7.199536175E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.201524404E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.203512483E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.205500712E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.207488800E0,1.374999993E-4,-1.099999994E-3,-1.374999993E-4,1.117055275E-3
7.209477028E0,-9.624999948E-4,0.000000000E0,8.249999955E-4,1.267687356E-3
7.211465107E0,1.374999993E-4,0.000000000E0,-1.374999993E-4,1.944543638E-4
7.213453336E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.215433030E0,1.237499993E-3,1.099999994E-3,-1.374999993E-4,1.661418812E-3
7.217429640E0,-1.058750041E-2,1.072499994E-2,8.249999955E-4,1.509309159E-2
7.219417719E0,-6.696250290E-2,7.026249915E-2,1.924999990E-3,9.707987024E-2
7.221405950E0,-1.692624986E-1,1.704999954E-1,7.287499961E-3,2.403604575E-1
7.223393950E0,-2.715624869E-1,2.311374992E-1,1.471249945E-2,3.569134145E-1
7.225382026E0,-3.588750064E-1,2.811875045E-1,2.433750033E-2,4.565632452E-1
7.227370255E0,-2.598749995E-1,1.704999954E-1,3.602499887E-2,3.128946537E-1
7.229358548E0,2.429624945E-1,-4.122250080E-1,4.455000162E-2,4.805673039E-1
7.231346627E0,8.065750003E-1,-9.587875009E-1,4.881250113E-2,1.253881718E0
7.233334627E0,9.343125224E-1,-7.893875241E-1,7.218749821E-2,1.225268782E0
7.235322933E0,6.605499983E-1,-3.238124847E-1,9.996250272E-2,7.424104845E-1
7.237311163E0,2.557500005E-1,-4.152499884E-2,8.071249723E-2,2.713796151E-1
7.239299242E0,-1.394249946E-1,2.035000026E-1,5.101250112E-2,2.519004872E-1
7.241287490E0,-4.921124876E-1,4.420624971E-1,7.122500241E-2,6.653322123E-1
7.243275569E0,-7.679374814E-1,5.858874917E-1,9.350000322E-2,9.704299969E-1
7.245263798E0,-8.947125077E-1,6.242499948E-1,8.401250094E-2,1.094192226E0
7.247251877E0,-7.466250062E-1,3.973749876E-1,7.864999771E-2,8.494360499E-1
7.249240105E0,-3.492499888E-1,-6.599999964E-2,7.328750193E-2,3.629085457E-1
7.251228184E0,-1.058750041E-2,-2.833875120E-1,5.307500064E-2,2.885091555E-1
7.253216429E0,1.471250057E-1,-1.736624986E-1,5.307500064E-2,2.337121871E-1
7.255204508E0,2.451625019E-1,-1.225124970E-1,6.159999967E-2,2.809066112E-1
7.257192737E0,2.674374878E-1,-9.267500043E-2,4.455000162E-2,2.865242891E-1
7.259180816E0,2.046000063E-1,3.726249933E-2,2.859999985E-2,2.099228821E-1
7.261169045E0,1.577125043E-1,1.023000032E-1,2.543750033E-2,1.896986850E-1
7.263157124E0,1.471250057E-1,9.487500042E-2,1.897500083E-2,1.760882837E-1
7.265145124E0,9.913749993E-2,1.384624988E-1,1.471249945E-2,1.709285380E-1
7.267133429E0,1.237499993E-3,2.023999989E-1,1.787500083E-2,2.031915515E-1
7.269121431E0,-4.675000161E-2,1.566125005E-1,2.543750033E-2,1.654089006E-1
7.271109737E0,1.498750038E-2,-1.388750039E-2,3.066249937E-2,3.684666474E-2
7.273097739E0,1.193500012E-1,-1.746249944E-1,2.749999985E-2,2.132945415E-1
7.275085968E0,1.619749963E-1,-2.226125002E-1,1.691249944E-2,2.758228731E-1
7.277074279E0,1.044999957E-1,-1.746249944E-1,7.287499961E-3,2.036350791E-1
7.279062281E0,-1.911249943E-2,-8.195000142E-2,4.124999978E-3,8.425025811E-2
7.281050358E0,-1.373624951E-1,-8.524999954E-3,7.287499961E-3,1.378195862E-1
7.283038587E0,-1.970375031E-1,1.704999991E-2,1.044999994E-2,1.980496974E-1
7.285026666E0,-1.970375031E-1,1.388750039E-2,1.264999993E-2,1.979309546E-1
7.287014895E0,-1.522125006E-1,-9.624999948E-3,1.691249944E-2,1.534513558E-1
7.289002965E0,-8.937499672E-2,-4.688749835E-2,1.471249945E-2,1.019940448E-1
7.290991193E0,-1.911249943E-2,-5.967500061E-2,9.349999949E-3,6.335468279E-2
7.292979272E0,5.871250108E-2,-3.836249933E-2,5.087499972E-3,7.031871581E-2
7.294967501E0,1.002374962E-1,9.624999948E-3,8.249999955E-4,1.007019210E-1
7.296955580E0,8.744999766E-2,5.431250110E-2,-3.437499981E-3,1.030008071E-1
7.298943809E0,6.503749639E-2,4.262499884E-2,-7.699999958E-3,7.814125966E-2
7.300931873E0,4.592499882E-2,-5.362499971E-3,-1.086249948E-2,4.749585053E-2
7.302920102E0,4.399999976E-3,-3.093750030E-2,-1.292499993E-2,3.381633552E-2
7.304908181E0,-3.286249936E-2,-5.321250111E-2,-1.512499992E-2,6.434500572E-2
7.306896486E0,-3.822499886E-2,-8.524999768E-2,-2.048750035E-2,9.564753166E-2
7.308884488E0,-1.581249945E-2,-8.951249719E-2,-2.901249938E-2,9.541618003E-2
7.310872717E0,2.144999988E-2,-7.026249915E-2,-3.327500075E-2,8.064829172E-2
7.312860806E0,5.444999784E-2,-5.321250111E-2,-3.107500076E-2,8.223155241E-2
7.314849035E0,5.555000156E-2,-2.021249942E-2,-2.144999988E-2,6.288442018E-2
7.316837114E0,2.144999988E-2,3.946249932E-2,-1.196249947E-2,4.648110090E-2
7.318825419E0,-1.801249944E-2,8.635000139E-2,-5.499999970E-3,8.837999138E-2
7.320813421E0,-4.248749837E-2,9.377499670E-2,8.249999955E-4,1.029544470E-1
7.322801650E0,-4.991250113E-2,7.136250287E-2,7.287499961E-3,8.738977195E-2
7.324789729E0,-4.138749838E-2,3.629999980E-2,8.387500420E-3,5.568631045E-2
7.326777958E0,-1.691249944E-2,5.362499971E-3,8.249999955E-4,1.776146583E-2
7.328766037E0,1.182499994E-2,-1.704999991E-2,-7.699999958E-3,2.213194794E-2
7.330754266E0,2.997500077E-2,-2.873750031E-2,-9.762499481E-3,4.265736737E-2
7.332742344E0,3.313750029E-2,-2.557500079E-2,-3.437499981E-3,4.199989282E-2
7.334730563E0,2.571249940E-2,-9.624999948E-3,3.024999984E-3,2.762107663E-2
7.336718642E0,1.498750038E-2,6.462499965E-3,4.124999978E-3,1.683462796E-2
7.338706871E0,1.237499993E-3,6.462499965E-3,7.287499961E-3,9.818501296E-3
7.340694950E0,-1.374999993E-2,-3.162499983E-3,1.264999993E-2,1.894957526E-2
7.342683179E0,-2.227500081E-2,-5.362499971E-3,1.044999994E-2,2.518202863E-2
7.344671258E0,-1.911249943E-2,-7.424999960E-3,7.287499961E-3,2.176065060E-2
7.346659496E0,-3.024999984E-3,-1.388750039E-2,4.124999978E-3,1.479962556E-2
7.348647575E0,1.608750038E-2,-1.388750039E-2,3.024999984E-3,2.146674080E-2
7.350635804E0,2.241249941E-2,-1.099999994E-3,5.087499972E-3,2.300897186E-2
7.352623883E0,1.814999990E-2,2.241249941E-2,6.187499966E-3,2.949623336E-2
7.354612112E0,1.182499994E-2,4.056249931E-2,7.287499961E-3,4.287487178E-2
7.356600191E0,1.374999993E-4,4.152499884E-2,9.349999949E-3,4.256485562E-2
7.358588419E0,-1.374999993E-2,3.299999982E-2,1.154999994E-2,3.756946878E-2
7.360576498E0,-1.911249943E-2,2.241249941E-2,7.287499961E-3,3.034329284E-2
7.362564727E0,-1.691249944E-2,2.199999988E-3,3.024999984E-3,1.732117959E-2
7.364552806E0,-1.154999994E-2,-2.131249942E-2,3.024999984E-3,2.442899414E-2
7.366541035E0,-3.024999984E-3,-2.983750030E-2,3.024999984E-3,3.014262222E-2
7.368529114E0,7.562499959E-3,-2.131249942E-2,8.249999955E-4,2.262950866E-2
7.370517357E0,1.498750038E-2,-9.624999948E-3,-1.374999993E-4,1.781248714E-2
7.372505435E0,1.498750038E-2,-5.362499971E-3,1.924999990E-3,1.603393896E-2
7.374493664E0,9.624999948E-3,-2.062499989E-3,5.087499972E-3,1.108048673E-2
7.376481743E0,3.299999982E-3,0.000000000E0,5.087499972E-3,6.064046162E-3
7.378469972E0,-2.062499989E-3,0.000000000E0,1.924999990E-3,2.821264107E-3
7.380458051E0,-5.224999972E-3,-4.262499977E-3,8.249999955E-4,6.793390593E-3
7.382446275E0,-2.062499989E-3,-8.524999954E-3,8.249999955E-4,8.809662616E-3
7.384434354E0,1.237499993E-3,-3.162499983E-3,-1.374999993E-4,3.398781933E-3
7.386422582E0,1.374999993E-4,6.462499965E-3,-1.237499993E-3,6.581353833E-3
7.388410661E0,-9.624999948E-4,1.278750040E-2,8.249999955E-4,1.285018279E-2
7.390398890E0,-9.624999948E-4,1.388750039E-2,3.024999984E-3,1.424569051E-2
7.392386969E0,-3.024999984E-3,1.594999991E-2,1.924999990E-3,1.634805025E-2
7.394375222E0,-7.287499961E-3,1.168750040E-2,-1.374999993E-4,1.377404180E-2
7.396363301E0,-8.387500420E-3,0.000000000E0,8.249999955E-4,8.427976524E-3
7.398351529E0,-6.324999966E-3,-1.388750039E-2,-1.374999993E-4,1.526064212E-2
7.400339608E0,-2.062499989E-3,-1.911249943E-2,-2.337499987E-3,1.936505737E-2
7.402327837E0,2.199999988E-3,-1.814999990E-2,-3.437499981E-3,1.860319603E-2
7.404315916E0,8.662499487E-3,-1.388750039E-2,-3.437499981E-3,1.672477117E-2
7.406304131E0,1.388750039E-2,-1.058750041E-2,-1.237499993E-3,1.750683404E-2
7.408292210E0,1.292499993E-2,-5.362499971E-3,-1.374999993E-4,1.399396068E-2
7.410280439E0,6.462499965E-3,3.162499983E-3,8.249999955E-4,7.241956706E-3
7.412268517E0,-9.624999948E-4,4.262499977E-3,8.249999955E-4,4.447014424E-3
7.414256746E0,-8.387500420E-3,2.199999988E-3,8.249999955E-4,8.710383932E-3
7.416244839E0,-1.154999994E-2,-1.099999994E-3,8.249999955E-4,1.163155723E-2
7.418233068E0,-7.287499961E-3,-3.162499983E-3,-1.374999993E-4,7.945311074E-3
7.420221147E0,1.374999993E-4,-1.099999994E-3,-2.337499987E-3,2.587047048E-3
7.422209376E0,6.462499965E-3,4.262499977E-3,-2.337499987E-3,8.086823730E-3
7.424197378E0,9.624999948E-3,1.072499994E-2,-1.237499993E-3,1.446366669E-2
7.426185683E0,9.624999948E-3,1.594999991E-2,8.249999955E-4,1.864735226E-2
7.428173757E0,7.562499959E-3,1.814999990E-2,-1.374999993E-4,1.966298066E-2
7.430161986E0,2.199999988E-3,1.278750040E-2,-1.374999993E-4,1.297609620E-2
7.432149988E0,-3.024999984E-3,4.262499977E-3,-1.237499993E-3,5.371306842E-3
7.434138063E0,-4.124999978E-3,-4.262499977E-3,-2.337499987E-3,6.375612681E-3
7.436126371E0,-3.024999984E-3,-1.058750041E-2,-2.337499987E-3,1.125654014E-2
7.438114373E0,-2.062499989E-3,-1.388750039E-2,-2.337499987E-3,1.423307695E-2
7.440102648E0,2.199999988E-3,-1.058750041E-2,-2.337499987E-3,1.106341137E-2
7.442090650E0,6.462499965E-3,-4.262499977E-3,-2.337499987E-3,8.086823730E-3
7.444078879E0,7.562499959E-3,2.199999988E-3,-1.237499993E-3,7.972628915E-3
7.446066958E0,5.362499971E-3,5.362499971E-3,-1.374999993E-4,7.584966587E-3
7.448055187E0,3.299999982E-3,5.362499971E-3,-1.374999993E-4,6.298040336E-3
7.450043266E0,1.374999993E-4,4.262499977E-3,-1.374999993E-4,4.266933155E-3
7.452031571E0,1.374999993E-4,3.162499983E-3,-1.237499993E-3,3.398781933E-3
7.454019804E0,2.199999988E-3,0.000000000E0,-1.237499993E-3,2.524164452E-3
7.456007881E0,3.299999982E-3,1.099999994E-3,-1.237499993E-3,3.692073415E-3
7.457996110E0,6.462499965E-3,5.362499971E-3,-1.237499993E-3,8.488328338E-3
7.459984189E0,7.562499959E-3,9.624999948E-3,-1.237499993E-3,1.230298484E-2
7.461972418E0,5.362499971E-3,1.168750040E-2,-1.374999993E-4,1.285974253E-2
7.463960478E0,1.237499993E-3,1.072499994E-2,8.249999955E-4,1.082763386E-2
7.465948706E0,-3.024999984E-3,7.424999960E-3,-1.374999993E-4,8.018737778E-3
7.467936785E0,-6.324999966E-3,2.199999988E-3,-1.374999993E-4,6.698099041E-3
7.469925014E0,-7.287499961E-3,-5.362499971E-3,-1.237499993E-3,9.132111905E-3
7.471913093E0,-4.124999978E-3,-1.058750041E-2,-2.337499987E-3,1.160063343E-2
7.473901093E0,1.237499993E-3,-1.278750040E-2,-3.437499981E-3,1.329917211E-2
7.475889399E0,5.362499971E-3,-1.168750040E-2,-3.437499981E-3,1.331054010E-2
7.477877629E0,8.662499487E-3,-7.424999960E-3,-3.437499981E-3,1.191578482E-2
7.479865631E0,8.662499487E-3,-3.162499983E-3,-3.437499981E-3,9.841580647E-3
7.481853708E0,5.362499971E-3,0.000000000E0,-2.337499987E-3,5.849813000E-3
7.483841937E0,3.299999982E-3,3.162499983E-3,-2.337499987E-3,5.133742515E-3
7.485830245E0,-9.624999948E-4,5.362499971E-3,-2.337499987E-3,5.928466781E-3
7.487818271E0,-4.124999978E-3,3.162499983E-3,-1.237499993E-3,5.343073759E-3
7.489806348E0,-6.324999966E-3,0.000000000E0,-1.237499993E-3,6.444922870E-3
7.491794577E0,-5.224999972E-3,-1.099999994E-3,-1.374999993E-4,5.341304236E-3
7.493782656E0,-3.024999984E-3,1.099999994E-3,8.249999955E-4,3.322837625E-3
7.495770884E0,-9.624999948E-4,3.162499983E-3,8.249999955E-4,3.407115697E-3
7.497758963E0,2.199999988E-3,4.262499977E-3,1.924999990E-3,5.168610158E-3
7.499747178E0,5.362499971E-3,3.162499983E-3,3.024999984E-3,6.921592084E-3
7.501735257E0,6.462499965E-3,2.199999988E-3,3.024999984E-3,7.466895650E-3
7.503723486E0,4.399999976E-3,0.000000000E0,3.024999984E-3,5.339534127E-3
7.505711565E0,1.237499993E-3,-3.162499983E-3,4.124999978E-3,5.343073759E-3
7.507699793E0,1.374999993E-4,-6.324999966E-3,4.124999978E-3,7.552493339E-3
7.509687872E0,-2.062499989E-3,-7.424999960E-3,4.124999978E-3,8.740718244E-3
7.511676105E0,-2.062499989E-3,-5.362499971E-3,5.087499972E-3,7.674175403E-3
7.513664184E0,-9.624999948E-4,-3.162499983E-3,5.087499972E-3,6.067163122E-3
7.515652490E0,2.199999988E-3,-1.099999994E-3,5.087499972E-3,5.650898681E-3
7.517640492E0,3.299999982E-3,2.199999988E-3,5.087499972E-3,6.450787223E-3
7.519628797E0,2.199999988E-3,4.262499977E-3,5.087499972E-3,6.992250136E-3
7.521616799E0,1.237499993E-3,5.362499971E-3,5.087499972E-3,7.494696001E-3
7.523605014E0,1.237499993E-3,4.262499977E-3,5.087499972E-3,6.751515997E-3
7.525593093E0,1.237499993E-3,2.199999988E-3,4.124999978E-3,4.836013957E-3
7.527581322E0,1.374999993E-4,1.099999994E-3,4.124999978E-3,4.271361733E-3
7.529569401E0,1.237499993E-3,-1.099999994E-3,4.124999978E-3,4.444888192E-3
7.531557630E0,1.237499993E-3,-2.062499989E-3,3.024999984E-3,3.864704043E-3
7.533545709E0,3.299999982E-3,-1.099999994E-3,3.024999984E-3,4.609839994E-3
7.535533913E0,4.399999976E-3,1.099999994E-3,1.924999990E-3,4.927030012E-3
7.537521992E0,4.399999976E-3,0.000000000E0,8.249999955E-4,4.476675640E-3
7.539510221E0,3.299999982E-3,-1.099999994E-3,-1.374999993E-4,3.481221929E-3
7.541498300E0,1.237499993E-3,-2.062499989E-3,-1.237499993E-3,2.704943377E-3
7.543486529E0,1.374999993E-4,-2.062499989E-3,-1.237499993E-3,2.409194614E-3
7.545474608E0,1.374999993E-4,-2.062499989E-3,-1.237499993E-3,2.409194614E-3
7.547462841E0,1.237499993E-3,-3.162499983E-3,-2.337499987E-3,4.122707674E-3
7.549450920E0,2.199999988E-3,-3.162499983E-3,-3.437499981E-3,5.163120395E-3
7.551439149E0,4.399999976E-3,-1.099999994E-3,-5.499999970E-3,7.128814730E-3
7.553427228E0,6.462499965E-3,0.000000000E0,-5.499999970E-3,8.486100722E-3
7.555415457E0,5.362499971E-3,0.000000000E0,-6.599999964E-3,8.503905307E-3
7.557403536E0,4.399999976E-3,1.099999994E-3,-6.599999964E-3,8.008120835E-3
7.559391736E0,2.199999988E-3,2.199999988E-3,-7.699999958E-3,8.304817834E-3
7.561379814E0,1.237499993E-3,2.199999988E-3,-6.599999964E-3,7.066215798E-3
7.563368043E0,1.374999993E-4,0.000000000E0,-6.599999964E-3,6.601432101E-3
7.565356122E0,1.374999993E-4,-2.062499989E-3,-7.699999958E-3,7.972628915E-3
7.567344351E0,1.374999993E-4,-4.262499977E-3,-8.662499487E-3,9.655397955E-3
7.569332430E0,2.199999988E-3,-4.262499977E-3,-8.662499487E-3,9.901909077E-3
7.571320625E0,4.399999976E-3,-4.262499977E-3,-8.662499487E-3,1.060979751E-2
7.573308704E0,5.362499971E-3,-4.262499977E-3,-7.699999958E-3,1.030608128E-2
7.575296932E0,5.362499971E-3,-4.262499977E-3,-6.599999964E-3,9.512376754E-3
7.577285011E0,5.362499971E-3,-3.162499983E-3,-5.499999970E-3,8.307094062E-3
7.579273240E0,3.299999982E-3,0.000000000E0,-4.399999976E-3,5.499999970E-3
