"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.173663698E1,1.240500063E-1,9.753000259E0,1.399500072E-1,9.754793102E0
1.173862437E1,1.219500080E-1,9.750000000E0,1.399500072E-1,9.751766907E0
1.174061175E1,1.099500060E-1,9.741000175E0,8.505000174E-2,9.741991938E0
1.174259914E1,9.105000645E-2,9.750000000E0,1.009500027E-1,9.750947698E0
1.174458652E1,8.100000024E-2,9.742950439E0,9.195000678E-2,9.743721007E0
1.174657398E1,7.695000619E-2,9.765000343E0,5.400000140E-2,9.765452832E0
1.174856160E1,6.900000572E-2,9.753000259E0,7.304999977E-2,9.753517897E0
1.175054875E1,6.705000252E-2,9.754950523E0,6.105000153E-2,9.755371983E0
1.175253637E1,6.000000238E-2,9.750000000E0,7.995000482E-2,9.750512397E0
1.175452352E1,5.295000225E-2,9.745050430E0,8.205000311E-2,9.745539687E0
1.175651090E1,6.495000422E-2,9.733950615E0,9.405000508E-2,9.734621640E0
1.175849860E1,8.100000024E-2,9.750000000E0,1.350000054E-1,9.751270994E0
1.176048621E1,8.400000632E-2,9.762000084E0,1.680000126E-1,9.763806924E0
1.176247368E1,8.595000207E-2,9.753000259E0,2.260500044E-1,9.755998158E0
1.176446106E1,8.595000207E-2,9.753000259E0,2.550000250E-1,9.756711868E0
1.176644845E1,9.300000221E-2,9.762000084E0,2.980500162E-1,9.766991781E0
1.176843583E1,8.400000632E-2,9.757050514E0,3.409500122E-1,9.763367127E0
1.177042314E1,9.600000083E-2,9.760050774E0,3.649500310E-1,9.767343325E0
1.177241030E1,7.200000435E-2,9.754950523E0,3.960000277E-1,9.763250470E0
1.177439761E1,8.100000024E-2,9.733950615E0,4.129500091E-1,9.743042814E0
1.177638507E1,6.900000572E-2,9.742950439E0,4.339500070E-1,9.752853781E0
1.177837246E1,4.095000029E-2,9.736050606E0,4.440000355E-1,9.746255401E0
1.178035984E1,4.995000362E-2,9.753000259E0,4.609500170E-1,9.764014747E0
1.178234745E1,3.405000269E-2,9.757050514E0,4.390500188E-1,9.766983109E0
1.178433481E1,4.095000029E-2,9.745050430E0,4.339500070E-1,9.754793560E0
1.178632196E1,5.505000427E-2,9.757050514E0,3.790500164E-1,9.764565743E0
1.178830958E1,6.705000252E-2,9.742950439E0,4.870500267E-1,9.755347082E0
1.179029727E1,7.395000011E-2,9.748050690E0,4.530000091E-1,9.758850847E0
1.179228473E1,1.030500084E-1,9.750000000E0,4.960500300E-1,9.763154456E0
1.179427235E1,1.170000061E-1,9.754950523E0,4.990500212E-1,9.768408245E0
1.179625982E1,1.339500099E-1,9.754950523E0,5.059500337E-1,9.768980896E0
1.179824751E1,1.510500014E-1,9.765000343E0,5.370000005E-1,9.780921061E0
1.180023520E1,1.390500069E-1,9.741000175E0,5.490000248E-1,9.757449480E0
1.180222282E1,1.270500124E-1,9.760050774E0,5.279999971E-1,9.775147917E0
1.180421028E1,1.390500069E-1,9.754950523E0,5.970000029E-1,9.774190689E0
1.180619790E1,1.170000061E-1,9.745050430E0,5.749500394E-1,9.762697600E0
1.180818559E1,1.050000042E-1,9.741000175E0,5.749500394E-1,9.758518175E0
1.181017329E1,7.395000011E-2,9.754950523E0,5.800500512E-1,9.772460610E0
1.181216075E1,6.495000422E-2,9.754950523E0,4.939500093E-1,9.767664246E0
1.181414844E1,4.305000231E-2,9.742950439E0,5.179499984E-1,9.756803204E0
1.181613582E1,4.095000029E-2,9.753000259E0,4.699500203E-1,9.764401875E0
1.181812352E1,3.795000166E-2,9.754950523E0,4.489500225E-1,9.765349765E0
1.182011112E1,6.495000422E-2,9.760050774E0,4.339500070E-1,9.769909018E0
1.182209858E1,6.705000252E-2,9.748050690E0,4.009500146E-1,9.756523401E0
1.182408619E1,6.705000252E-2,9.753000259E0,3.649500310E-1,9.760056265E0
1.182607366E1,9.795000404E-2,9.753000259E0,3.580500185E-1,9.760061889E0
1.182806158E1,1.009500027E-1,9.733950615E0,3.289500177E-1,9.740030472E0
1.183004927E1,1.009500027E-1,9.765000343E0,3.340500295E-1,9.771233905E0
1.183203674E1,1.030500084E-1,9.741000175E0,3.120000064E-1,9.746540295E0
1.183402435E1,9.105000645E-2,9.741000175E0,2.760000229E-1,9.745334809E0
1.183601204E1,8.100000024E-2,9.750000000E0,2.710500062E-1,9.754103193E0
1.183799974E1,9.105000645E-2,9.738000870E0,2.520000041E-1,9.741686458E0
1.183998743E1,6.900000572E-2,9.742950439E0,2.280000150E-1,9.745862110E0
1.184197489E1,5.505000427E-2,9.742950439E0,2.209500074E-1,9.745610944E0
1.184396250E1,5.295000225E-2,9.748050690E0,2.190000117E-1,9.750654181E0
1.184594996E1,4.800000042E-2,9.757050514E0,1.900500059E-1,9.759019302E0
1.184793758E1,6.195000187E-2,9.760050774E0,1.999500096E-1,9.762295269E0
1.184992496E1,4.800000042E-2,9.750000000E0,1.849500090E-1,9.751872154E0
1.185191235E1,6.495000422E-2,9.738000870E0,2.020500153E-1,9.740313324E0
1.185389973E1,7.695000619E-2,9.750000000E0,2.160000056E-1,9.752695899E0
1.185588711E1,7.200000435E-2,9.748050690E0,2.209500074E-1,9.750820230E0
1.185787457E1,7.905000448E-2,9.762000084E0,2.400000095E-1,9.765269814E0
1.185986196E1,6.705000252E-2,9.760050774E0,2.449500114E-1,9.763354307E0
1.186184934E1,3.105000220E-2,9.748050690E0,2.329500169E-1,9.750883143E0
1.186383673E1,3.405000269E-2,9.753000259E0,2.070000172E-1,9.755256146E0
1.186582435E1,7.050000131E-3,9.733950615E0,1.950000077E-1,9.735906187E0
1.186781181E1,1.005000062E-2,9.760050774E0,1.849500090E-1,9.761808163E0
1.186979920E1,1.950000064E-3,9.745050430E0,1.540500075E-1,9.746268163E0
1.187178658E1,1.695000008E-2,9.748050690E0,1.519500017E-1,9.749249630E0
1.187377419E1,3.795000166E-2,9.760050774E0,1.450500041E-1,9.761202324E0
1.187576166E1,5.505000427E-2,9.748050690E0,1.540500075E-1,9.749423273E0
1.187774928E1,6.195000187E-2,9.762000084E0,1.729500145E-1,9.763728547E0
1.187973667E1,7.695000619E-2,9.760050774E0,1.489500105E-1,9.761490589E0
1.188172406E1,9.600000083E-2,9.754950523E0,1.450500041E-1,9.756501177E0
1.188371144E1,8.400000632E-2,9.745050430E0,1.279500127E-1,9.746252362E0
1.188569913E1,9.300000221E-2,9.766950607E0,1.009500027E-1,9.767915032E0
1.188768659E1,5.295000225E-2,9.738000870E0,9.900000691E-2,9.738648040E0
1.188967421E1,7.200000435E-2,9.760050774E0,1.060500070E-1,9.760892465E0
1.189166167E1,6.705000252E-2,9.754950523E0,7.695000619E-2,9.755484443E0
1.189364906E1,7.695000619E-2,9.748050690E0,9.405000508E-2,9.748808079E0
1.189563675E1,8.400000632E-2,9.738000870E0,7.005000114E-2,9.738615094E0
1.189762413E1,1.009500027E-1,9.748050690E0,7.995000482E-2,9.748901228E0
1.189961175E1,1.030500084E-1,9.748050690E0,8.700000495E-2,9.748983565E0
1.190159913E1,1.240500063E-1,9.736050606E0,1.279500127E-1,9.737681501E0
1.190358651E1,1.099500060E-1,9.754950523E0,1.540500075E-1,9.756786362E0
1.190557397E1,1.050000042E-1,9.745050430E0,1.780500114E-1,9.747242415E0
1.190756136E1,8.595000207E-2,9.750000000E0,2.160000056E-1,9.752771063E0
1.190954867E1,7.905000448E-2,9.765000343E0,2.310000062E-1,9.768052089E0
1.191153636E1,7.905000448E-2,9.750000000E0,2.740500271E-1,9.754171022E0
1.191352377E1,5.295000225E-2,9.742950439E0,3.139500022E-1,9.748151187E0
1.191551146E1,3.795000166E-2,9.754950523E0,3.529500067E-1,9.761407359E0
1.191749892E1,5.700000376E-2,9.750000000E0,3.769500256E-1,9.757450503E0
1.191948654E1,4.500000179E-2,9.748050690E0,4.009500146E-1,9.756396782E0
1.192147392E1,4.305000231E-2,9.745050430E0,4.249500334E-1,9.754406375E0
1.192346138E1,5.505000427E-2,9.733950615E0,4.650000334E-1,9.745206520E0
1.192544905E1,5.505000427E-2,9.741000175E0,4.750500321E-1,9.752732307E0
1.192743667E1,7.695000619E-2,9.754950523E0,4.800000191E-1,9.767055904E0
1.192942413E1,8.100000024E-2,9.753000259E0,5.010000467E-1,9.766195580E0
1.193141182E1,7.395000011E-2,9.757050514E0,4.870500267E-1,9.769479058E0
1.193339944E1,8.895000070E-2,9.745050430E0,4.770000279E-1,9.757122989E0
1.193538690E1,8.595000207E-2,9.757050514E0,4.699500203E-1,9.768739692E0
1.193737453E1,8.595000207E-2,9.753000259E0,4.579500258E-1,9.764124113E0
1.193936222E1,6.195000187E-2,9.741000175E0,4.219500124E-1,9.750331483E0
1.194134969E1,5.295000225E-2,9.738000870E0,3.739500046E-1,9.745322121E0
1.194333738E1,2.205000073E-2,9.750000000E0,3.259500265E-1,9.755471779E0
1.194532476E1,-6.000000052E-3,9.753000259E0,2.689500153E-1,9.756709700E0
1.194731245E1,-2.295000106E-2,9.753000259E0,1.999500096E-1,9.755076666E0
1.194930010E1,-4.695000127E-2,9.757050514E0,1.279500127E-1,9.758002370E0
1.195128756E1,-2.100000158E-2,9.753000259E0,7.500000298E-2,9.753311236E0
1.195327517E1,-1.050000079E-3,9.748050690E0,2.205000073E-2,9.748075685E0
1.195526264E1,4.800000042E-2,9.754950523E0,-4.395000264E-2,9.755167621E0
1.195725033E1,7.695000619E-2,9.754950523E0,-7.200000435E-2,9.755519721E0
1.195923795E1,1.219500080E-1,9.753000259E0,-9.600000083E-2,9.754235073E0
1.196122531E1,1.410000026E-1,9.750000000E0,-1.300500035E-1,9.751886689E0
1.196321277E1,1.480500102E-1,9.748050690E0,-1.249500066E-1,9.749975567E0
1.196520039E1,1.099500060E-1,9.760050774E0,-1.129500046E-1,9.761323569E0
1.196718785E1,1.200000048E-1,9.753000259E0,-1.129500046E-1,9.754392434E0
1.196917546E1,9.105000645E-2,9.766950607E0,-9.600000083E-2,9.767846757E0
1.197116293E1,6.900000572E-2,9.754950523E0,-7.005000114E-2,9.755446054E0
1.197315056E1,5.700000376E-2,9.748050690E0,-5.595000088E-2,9.748377898E0
1.197513825E1,4.500000179E-2,9.753000259E0,-4.095000029E-2,9.753190040E0
1.197712572E1,2.895000204E-2,9.733950615E0,-1.305000018E-2,9.734002413E0
1.197911310E1,4.305000231E-2,9.750000000E0,1.305000018E-2,9.750103774E0
1.198110079E1,4.995000362E-2,9.748050690E0,5.400000140E-2,9.748328229E0
1.198308818E1,4.305000231E-2,9.753000259E0,7.500000298E-2,9.753383637E0
1.198507607E1,6.000000238E-2,9.742950439E0,1.009500027E-1,9.743658151E0
1.198706346E1,6.705000252E-2,9.753000259E0,1.159500033E-1,9.753919938E0
1.198905115E1,8.100000024E-2,9.742950439E0,1.300500035E-1,9.744155031E0
1.199103884E1,7.395000011E-2,9.760050774E0,1.879500151E-1,9.762140386E0
1.199302630E1,9.105000645E-2,9.750000000E0,1.900500059E-1,9.752277124E0
1.199501392E1,9.105000645E-2,9.757050514E0,2.350500077E-1,9.760306007E0
1.199700137E1,9.300000221E-2,9.733950615E0,2.550000250E-1,9.737734264E0
1.199898876E1,9.105000645E-2,9.736050606E0,3.030000031E-1,9.741189892E0
1.200097637E1,1.219500080E-1,9.745050430E0,3.139500022E-1,9.750868900E0
1.200296376E1,1.150500029E-1,9.754950523E0,3.190500140E-1,9.760844693E0
1.200495114E1,9.600000083E-2,9.765000343E0,3.720000088E-1,9.772555025E0
1.200693830E1,1.030500084E-1,9.745050430E0,3.859500289E-1,9.753234572E0
1.200892568E1,1.009500027E-1,9.754950523E0,4.099500179E-1,9.764082631E0
1.201091306E1,8.100000024E-2,9.754950523E0,3.600000143E-1,9.761927101E0
1.201290045E1,8.595000207E-2,9.745050430E0,3.480000198E-1,9.751640852E0
1.201488776E1,8.400000632E-2,9.736050606E0,3.889500201E-1,9.744178750E0
1.201687514E1,7.200000435E-2,9.750000000E0,3.259500265E-1,9.755712553E0
1.201886260E1,7.200000435E-2,9.762000084E0,3.480000198E-1,9.768466290E0
1.202084997E1,8.895000070E-2,9.750000000E0,3.379500210E-1,9.756260673E0
1.202283728E1,1.050000042E-1,9.750000000E0,3.580500185E-1,9.757137122E0
1.202482474E1,1.170000061E-1,9.736050606E0,3.529500067E-1,9.743148573E0
1.202681205E1,1.240500063E-1,9.757050514E0,3.480000198E-1,9.764042562E0
1.202879943E1,1.390500069E-1,9.748050690E0,3.550500274E-1,9.755505506E0
1.203078683E1,1.339500099E-1,9.738000870E0,3.720000088E-1,9.746024192E0
1.203277429E1,1.290000081E-1,9.753000259E0,3.670500219E-1,9.760757183E0
1.203476168E1,1.390500069E-1,9.766950607E0,3.700500131E-1,9.774947370E0
1.203674899E1,1.200000048E-1,9.741000175E0,3.910500109E-1,9.749584839E0
1.203873645E1,1.080000028E-1,9.742950439E0,3.820500076E-1,9.751036328E0
1.204072383E1,9.300000221E-2,9.753000259E0,3.769500256E-1,9.760725095E0
1.204271121E1,6.705000252E-2,9.750000000E0,3.790500164E-1,9.757595740E0
1.204469882E1,8.595000207E-2,9.733950615E0,3.670500219E-1,9.741247748E0
1.204668597E1,6.495000422E-2,9.742950439E0,3.430500031E-1,9.749204330E0
1.204867359E1,8.895000070E-2,9.760050774E0,3.190500140E-1,9.765669261E0
1.205066097E1,8.895000070E-2,9.750000000E0,3.169500232E-1,9.755555823E0
1.205264813E1,8.100000024E-2,9.741000175E0,3.030000031E-1,9.746048144E0
1.205463551E1,1.009500027E-1,9.754950523E0,3.120000064E-1,9.760460779E0
1.205662282E1,9.300000221E-2,9.754950523E0,3.049500287E-1,9.760158976E0
1.205861020E1,8.100000024E-2,9.748050690E0,2.880000174E-1,9.752640528E0
1.206059736E1,9.105000645E-2,9.729000092E0,2.860500216E-1,9.733630232E0
1.206258466E1,7.200000435E-2,9.742950439E0,2.670000196E-1,9.746874180E0
1.206457184E1,4.800000042E-2,9.729000092E0,2.760000229E-1,9.733032559E0
1.206655922E1,4.095000029E-2,9.745050430E0,2.520000041E-1,9.748394165E0
1.206854630E1,1.695000008E-2,9.748050690E0,2.160000056E-1,9.750458223E0
1.207053361E1,-4.050000105E-3,9.741000175E0,1.999500096E-1,9.743052952E0
1.207252076E1,-2.295000106E-2,9.760050774E0,1.609500051E-1,9.761404751E0
1.207450807E1,-1.605000161E-2,9.750000000E0,1.330500096E-1,9.750920977E0
1.207649520E1,-1.605000161E-2,9.742950439E0,8.895000070E-2,9.743369693E0
1.207848282E1,-1.050000079E-3,9.748050690E0,7.304999977E-2,9.748324454E0
1.208046997E1,3.600000218E-2,9.742950439E0,5.805000290E-2,9.743189882E0
1.208245736E1,6.495000422E-2,9.745050430E0,8.205000311E-2,9.745612274E0
1.208444474E1,7.200000435E-2,9.748050690E0,6.300000101E-2,9.748520157E0
1.208643213E1,9.795000404E-2,9.760050774E0,1.009500027E-1,9.761064297E0
1.208841952E1,9.300000221E-2,9.742950439E0,1.039500013E-1,9.743948782E0
1.209040691E1,8.100000024E-2,9.766950607E0,1.090500057E-1,9.767895222E0
1.209239422E1,6.495000422E-2,9.742950439E0,1.399500072E-1,9.744171990E0
1.209438137E1,6.000000238E-2,9.762000084E0,1.420500129E-1,9.763217904E0
1.209636868E1,5.700000376E-2,9.736050606E0,1.489500105E-1,9.737356751E0
1.209835606E1,3.405000269E-2,9.745050430E0,1.830000132E-1,9.746828012E0
1.210034321E1,4.305000231E-2,9.742950439E0,1.680000126E-1,9.744493859E0
1.210233082E1,4.995000362E-2,9.748050690E0,1.849500090E-1,9.749933013E0
1.210431821E1,7.395000011E-2,9.760050774E0,1.920000017E-1,9.762219200E0
1.210630559E1,9.105000645E-2,9.748050690E0,2.190000117E-1,9.750935512E0
1.210829275E1,9.600000083E-2,9.742950439E0,2.239500135E-1,9.745996761E0
1.211028013E1,1.219500080E-1,9.762000084E0,2.500500083E-1,9.765963468E0
1.211226721E1,1.080000028E-1,9.772050858E0,2.760000229E-1,9.776544276E0
1.211425451E1,1.170000061E-1,9.750000000E0,2.910000086E-1,9.755043311E0
1.211624198E1,1.030500084E-1,9.753000259E0,3.000000119E-1,9.758157273E0
1.211822929E1,1.099500060E-1,9.748050690E0,3.169500232E-1,9.753821742E0
1.212021644E1,7.905000448E-2,9.765000343E0,3.310500085E-1,9.770930085E0
1.212220374E1,7.905000448E-2,9.766950607E0,3.340500295E-1,9.772981249E0
1.212419115E1,7.395000011E-2,9.766950607E0,3.700500131E-1,9.774238066E0
1.212617854E1,6.705000252E-2,9.748050690E0,3.670500219E-1,9.755189064E0
1.212816592E1,6.495000422E-2,9.762000084E0,3.960000277E-1,9.770244632E0
1.213015338E1,6.000000238E-2,9.742950439E0,3.649500310E-1,9.749967784E0
1.213214077E1,4.095000029E-2,9.748050690E0,3.700500131E-1,9.755157926E0
1.213412815E1,4.095000029E-2,9.742950439E0,3.700500131E-1,9.750061394E0
1.213611575E1,3.405000269E-2,9.754950523E0,3.790500164E-1,9.762371537E0
1.213810291E1,4.800000042E-2,9.742950439E0,3.790500164E-1,9.750439281E0
1.214009029E1,5.505000427E-2,9.772050858E0,3.840000033E-1,9.779747669E0
1.214207790E1,7.200000435E-2,9.754950523E0,3.529500067E-1,9.761599122E0
1.214406537E1,7.905000448E-2,9.742950439E0,3.409500122E-1,9.749234795E0
1.214605275E1,9.105000645E-2,9.766950607E0,3.310500085E-1,9.772983596E0
1.214804016E1,1.009500027E-1,9.742950439E0,3.310500085E-1,9.749095767E0
1.215002723E1,1.080000028E-1,9.738000870E0,3.460500240E-1,9.744746049E0
1.215201462E1,1.170000061E-1,9.766950607E0,3.030000031E-1,9.772349880E0
1.215400169E1,9.795000404E-2,9.742950439E0,2.880000174E-1,9.747698266E0
1.215598931E1,9.105000645E-2,9.741000175E0,2.980500162E-1,9.745984216E0
1.215797646E1,7.905000448E-2,9.762000084E0,2.689500153E-1,9.766024199E0
1.215996377E1,7.695000619E-2,9.736050606E0,2.710500062E-1,9.740126837E0
1.216195115E1,6.495000422E-2,9.754950523E0,2.449500114E-1,9.758241580E0
1.216393823E1,7.200000435E-2,9.729000092E0,2.830500007E-1,9.733382972E0
1.216592531E1,8.595000207E-2,9.760050774E0,2.790000141E-1,9.764415984E0
1.216791246E1,9.300000221E-2,9.754950523E0,2.980500162E-1,9.759945826E0
1.216989977E1,9.600000083E-2,9.745050430E0,3.049500287E-1,9.750293247E0
1.217188718E1,1.080000028E-1,9.757050514E0,3.169500232E-1,9.762794480E0
1.217387465E1,1.009500027E-1,9.729000092E0,3.259500265E-1,9.734982132E0
1.217586203E1,8.895000070E-2,9.766950607E0,3.310500085E-1,9.772964257E0
1.217784942E1,8.100000024E-2,9.754950523E0,3.379500210E-1,9.761138813E0
1.217983680E1,7.395000011E-2,9.748050690E0,3.550500274E-1,9.754794789E0
1.218182411E1,7.905000448E-2,9.750000000E0,3.550500274E-1,9.756782739E0
1.218381160E1,8.100000024E-2,9.742950439E0,3.379500210E-1,9.749146346E0
1.218579899E1,7.695000619E-2,9.745050430E0,3.259500265E-1,9.750803691E0
1.218778630E1,6.195000187E-2,9.750000000E0,3.409500122E-1,9.756156247E0
1.218977368E1,6.000000238E-2,9.754950523E0,3.460500240E-1,9.761270938E0
1.219176083E1,5.295000225E-2,9.742950439E0,3.289500177E-1,9.748645808E0
1.219374822E1,4.305000231E-2,9.748050690E0,3.070500195E-1,9.752980327E0
1.219573585E1,4.800000042E-2,9.745050430E0,2.880000174E-1,9.749423362E0
1.219772300E1,6.495000422E-2,9.748050690E0,2.929500043E-1,9.752667864E0
1.219971031E1,6.195000187E-2,9.757050514E0,2.790000141E-1,9.761235247E0
1.220169746E1,7.200000435E-2,9.745050430E0,2.790000141E-1,9.749309355E0
1.220368485E1,7.905000448E-2,9.766950607E0,2.790000141E-1,9.771254478E0
1.220567223E1,7.905000448E-2,9.741000175E0,2.740500271E-1,9.745175049E0
1.220765955E1,9.105000645E-2,9.766950607E0,2.689500153E-1,9.771077135E0
1.220964670E1,8.400000632E-2,9.769050598E0,3.000000119E-1,9.774016861E0
1.221163409E1,7.200000435E-2,9.736050606E0,3.070500195E-1,9.741157278E0
1.221362140E1,8.400000632E-2,9.778950691E0,3.070500195E-1,9.784130638E0
1.221560855E1,4.995000362E-2,9.724050522E0,3.049500287E-1,9.728959249E0
1.221759593E1,4.800000042E-2,9.772050858E0,3.030000031E-1,9.776865089E0
1.221958320E1,4.305000231E-2,9.738000870E0,3.100500107E-1,9.743030599E0
1.222157027E1,6.195000187E-2,9.729000092E0,3.169500232E-1,9.734358628E0
1.222355743E1,4.800000042E-2,9.760050774E0,2.760000229E-1,9.764070417E0
1.222554473E1,7.905000448E-2,9.729000092E0,3.030000031E-1,9.734038252E0
1.222753189E1,8.595000207E-2,9.774000168E0,2.950500250E-1,9.778830257E0
1.222951896E1,7.905000448E-2,9.741000175E0,2.980500162E-1,9.745879495E0
1.223150606E1,1.030500084E-1,9.748050690E0,3.000000119E-1,9.753210321E0
1.223349344E1,1.050000042E-1,9.757050514E0,2.830500007E-1,9.761719984E0
1.223548052E1,7.905000448E-2,9.717000008E0,2.689500153E-1,9.721042751E0
1.223746790E1,9.105000645E-2,9.774000168E0,2.740500271E-1,9.778265327E0
1.223945552E1,7.200000435E-2,9.736050606E0,2.449500114E-1,9.739397615E0
1.224144298E1,6.000000238E-2,9.762000084E0,2.569500208E-1,9.765565470E0
1.224343028E1,6.000000238E-2,9.750000000E0,2.550000250E-1,9.753518597E0
1.224541744E1,6.000000238E-2,9.745050430E0,2.310000062E-1,9.747972553E0
1.224740474E1,5.700000376E-2,9.753000259E0,2.400000095E-1,9.756119263E0
1.224939213E1,8.100000024E-2,9.730950356E0,2.239500135E-1,9.733864054E0
1.225137951E1,7.905000448E-2,9.766950607E0,2.020500153E-1,9.769360126E0
1.225336656E1,9.105000645E-2,9.754950523E0,2.119500041E-1,9.757677624E0
1.225535371E1,1.009500027E-1,9.745050430E0,2.209500074E-1,9.748077641E0
1.225734102E1,1.339500099E-1,9.760050774E0,2.550000250E-1,9.764300217E0
1.225932817E1,1.290000081E-1,9.745050430E0,2.639999986E-1,9.749479211E0
1.226131548E1,1.360500008E-1,9.760050774E0,2.880000174E-1,9.765246782E0
1.226330286E1,1.319999993E-1,9.733950615E0,3.100500107E-1,9.739781804E0
1.226529003E1,1.150500029E-1,9.745050430E0,2.950500250E-1,9.750194814E0
1.226727734E1,9.105000645E-2,9.753000259E0,3.139500022E-1,9.758476765E0
1.226926449E1,5.505000427E-2,9.745050430E0,3.139500022E-1,9.750261689E0
1.227125211E1,4.995000362E-2,9.754950523E0,3.259500265E-1,9.760522432E0
1.227323949E1,5.505000427E-2,9.748050690E0,3.430500031E-1,9.754240414E0
1.227522665E1,7.200000435E-2,9.757050514E0,3.379500210E-1,9.763166953E0
1.227721394E1,6.900000572E-2,9.738000870E0,3.649500310E-1,9.745081347E0
1.227920140E1,8.400000632E-2,9.762000084E0,3.670500219E-1,9.769259304E0
1.228118872E1,9.795000404E-2,9.741000175E0,3.700500131E-1,9.748518638E0
1.228317587E1,1.099500060E-1,9.745050430E0,3.739500046E-1,9.752842432E0
1.228516325E1,8.595000207E-2,9.762000084E0,3.820500076E-1,9.769851342E0
1.228715064E1,8.895000070E-2,9.730950356E0,3.769500256E-1,9.738654848E0
1.228913822E1,6.900000572E-2,9.753000259E0,3.649500310E-1,9.760069856E0
1.229112560E1,4.800000042E-2,9.741000175E0,3.580500185E-1,9.747696560E0
1.229311299E1,4.800000042E-2,9.742950439E0,3.409500122E-1,9.749032474E0
1.229510045E1,3.600000218E-2,9.765000343E0,3.310500085E-1,9.770676630E0
1.229708814E1,3.105000220E-2,9.742950439E0,3.310500085E-1,9.748622543E0
1.229907545E1,3.105000220E-2,9.745050430E0,3.120000064E-1,9.750093128E0
1.230106291E1,3.105000220E-2,9.726000786E0,3.030000031E-1,9.730768952E0
1.230305053E1,4.500000179E-2,9.741000175E0,2.740500271E-1,9.744958329E0
1.230503791E1,4.995000362E-2,9.766950607E0,2.520000041E-1,9.770328714E0
1.230702507E1,4.995000362E-2,9.742950439E0,2.190000117E-1,9.745539455E0
1.230901245E1,6.900000572E-2,9.777000427E0,2.119500041E-1,9.779540948E0
1.231100006E1,5.505000427E-2,9.736050606E0,1.920000017E-1,9.738099193E0
1.231298743E1,6.900000572E-2,9.742950439E0,1.999500096E-1,9.745246240E0
1.231497489E1,7.695000619E-2,9.765000343E0,2.040000111E-1,9.767434106E0
1.231696196E1,7.200000435E-2,9.745050430E0,2.140500098E-1,9.747666864E0
1.231894935E1,7.395000011E-2,9.754950523E0,2.329500169E-1,9.758011787E0
1.232093666E1,5.505000427E-2,9.753000259E0,2.329500169E-1,9.755937181E0
1.232292381E1,5.505000427E-2,9.762000084E0,2.400000095E-1,9.765105025E0
1.232491111E1,4.800000042E-2,9.760050774E0,2.809500098E-1,9.764211592E0
1.232689826E1,3.405000269E-2,9.750000000E0,2.830500007E-1,9.754167146E0
1.232888565E1,4.095000029E-2,9.762000084E0,2.929500043E-1,9.766480546E0
1.233087296E1,3.600000218E-2,9.738000870E0,2.880000174E-1,9.742325233E0
1.233286003E1,3.105000220E-2,9.777000427E0,2.880000174E-1,9.781290583E0
1.233484742E1,3.795000166E-2,9.760050774E0,3.049500287E-1,9.764887394E0
1.233683487E1,4.305000231E-2,9.741000175E0,2.860500216E-1,9.745294369E0
1.233882195E1,6.900000572E-2,9.762000084E0,2.860500216E-1,9.766433907E0
1.234080926E1,7.200000435E-2,9.738000870E0,2.830500007E-1,9.742379701E0
1.234279664E1,8.595000207E-2,9.757050514E0,2.860500216E-1,9.761621113E0
1.234478403E1,8.595000207E-2,9.738000870E0,2.689500153E-1,9.742093330E0
1.234677118E1,6.900000572E-2,9.745050430E0,2.400000095E-1,9.748249530E0
1.234875827E1,6.900000572E-2,9.774000168E0,2.140500098E-1,9.776587221E0
1.235074589E1,4.500000179E-2,9.750000000E0,1.800000072E-1,9.751765225E0
1.235273327E1,4.800000042E-2,9.760050774E0,1.729500145E-1,9.761701020E0
1.235472066E1,3.405000269E-2,9.750000000E0,1.300500035E-1,9.750926746E0
1.235670781E1,4.995000362E-2,9.757050514E0,1.469999999E-1,9.758285646E0
1.235869512E1,4.500000179E-2,9.742950439E0,1.090500057E-1,9.743664617E0
1.236068249E1,6.495000422E-2,9.750000000E0,1.110000089E-1,9.750848143E0
1.236266965E1,7.695000619E-2,9.738000870E0,1.009500027E-1,9.738828120E0
1.236465695E1,8.895000070E-2,9.757050514E0,8.205000311E-2,9.757800933E0
1.236664411E1,1.150500029E-1,9.760050774E0,9.705000371E-2,9.761211314E0
1.236863149E1,1.290000081E-1,9.754950523E0,9.195000678E-2,9.756236750E0
1.237061888E1,1.290000081E-1,9.757050514E0,1.249500066E-1,9.758703205E0
1.237260615E1,1.270500124E-1,9.769050598E0,1.489500105E-1,9.771012097E0
1.237459354E1,8.595000207E-2,9.738000870E0,1.540500075E-1,9.739598541E0
1.237658069E1,7.695000619E-2,9.772050858E0,1.560000032E-1,9.773598890E0
1.237856807E1,4.500000179E-2,9.736050606E0,1.560000032E-1,9.737404295E0
1.238055577E1,4.305000231E-2,9.748050690E0,1.800000072E-1,9.749807462E0
1.238254315E1,3.405000269E-2,9.753000259E0,1.759500057E-1,9.754646681E0
1.238453054E1,6.705000252E-2,9.748050690E0,1.999500096E-1,9.750331685E0
1.238651815E1,6.900000572E-2,9.769050598E0,2.070000172E-1,9.771487072E0
1.238850554E1,1.129500046E-1,9.736050606E0,2.380500138E-1,9.739615337E0
1.239049292E1,1.030500084E-1,9.745050430E0,2.520000041E-1,9.748852814E0
1.239248031E1,1.200000048E-1,9.745050430E0,2.670000196E-1,9.749445979E0
