Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi
18392,91.955,-0.01325934,-0.04371656,0.998531,-358.2157,-2004.783,71785.88,-0.8014145,0.2266172,-0.08554424,25.34799,54.23486
18393,91.96,-0.01390136,-0.04090644,1.004396,-380.1645,-1970.994,71809.37,-0.8011489,0.2275084,-0.08548774,25.34265,54.22038
18394,91.965,-0.01203264,-0.04551378,1.005451,-408.6,-1989.216,72170.54,-0.8044161,0.2311195,-0.0885458,25.33803,54.20784
18395,91.97,-0.01597573,-0.04359628,1.004315,-311.1072,-2002.525,72505.05,-0.8070728,0.2256121,-0.08966406,25.33422,54.1973
18396,91.975,-0.01267165,-0.04733525,0.9995954,-330.2424,-2025.116,72451.42,-0.8089195,0.2176137,-0.08854351,25.33126,54.1888
18397,91.98,-0.01234016,-0.04232495,1.005028,-322.6962,-2003.258,72535.92,-0.8070323,0.2163854,-0.08693011,25.32923,54.1823
18398,91.985,-0.01999732,-0.03423805,1.003896,-323.2209,-2005.598,72404.16,-0.8104191,0.2191133,-0.08554424,25.32814,54.17773
18399,91.99,-0.01344393,-0.04218641,1.000139,-374.0842,-2024.523,71868.4,-0.8167567,0.2155129,-0.08392292,25.32804,54.17502
18400,91.995,-0.009832965,-0.04771936,1.001534,-366.2396,-2037.049,71948.04,-0.8224254,0.2086079,-0.08404347,25.32891,54.17403
18401,92,-0.009534329,-0.04478207,1.000328,-248.1609,-2019.362,72084.41,-0.8204604,0.2066032,-0.08601346,25.33074,54.17463
18402,92.005,-0.01217131,-0.04366926,0.9987345,-324.6228,-2020.815,72167.64,-0.8209361,0.210103,-0.08704044,25.33352,54.17667
18403,92.01,-0.01403347,-0.04362408,1.000165,-363.1171,-2024.665,72284.15,-0.8265079,0.209458,-0.08414884,25.33719,54.17997
18404,92.015,-0.01502822,-0.04424027,1.004886,-310.0224,-2020.094,72429.88,-0.8359335,0.2025991,-0.08105223,25.34167,54.18433
18405,92.02,-0.01358622,-0.04720762,1.002506,-366.8297,-2052.865,72576.69,-0.8380521,0.1956449,-0.08416849,25.34686,54.18956
18406,92.025,-0.01034823,-0.0457415,1.004059,-384.4348,-2042.137,72444.2,-0.8374332,0.1951009,-0.0945489,25.3482,54.1859
18407,92.03,-0.01541767,-0.03794137,1.003138,-377.2183,-2024.406,72602.6,-0.8372074,0.1964488,-0.1027975,25.34297,54.16768
18408,92.035,-0.01905805,-0.03427017,1.00392,-388.7979,-2048.135,72228.26,-0.8419355,0.1936001,-0.100552,25.33844,54.15048
18409,92.04,-0.01093213,-0.04736654,1.003212,-362.0729,-2031.914,71559.87,-0.8433368,0.1861859,-0.09145891,25.33472,54.13468
18410,92.045,-0.01079349,-0.04571349,1.002873,-312.4875,-2007.987,71781.11,-0.8434408,0.1815928,-0.08855611,25.33189,54.12061
18411,92.05,-0.01751328,-0.03680156,1.001398,-336.8626,-1988.815,71888.84,-0.843402,0.1811797,-0.09533002,25.33002,54.10859
18412,92.055,-0.0150397,-0.0470897,0.9964606,-376.3976,-1998.437,71613.52,-0.8494393,0.1800932,-0.1020528,25.32913,54.09888
18413,92.06,-0.01079242,-0.04722319,1.001272,-383.15,-2005.253,71643.12,-0.8531812,0.1738932,-0.09996862,25.32926,54.09173
18414,92.065,-0.01205272,-0.04610063,1.004495,-350.0537,-2016.491,71896.41,-0.8524409,0.1680869,-0.0945489,25.33041,54.08735
18415,92.07,-0.01132607,-0.049257,1.001563,-350.7079,-2050.73,72212.15,-0.8469483,0.1674976,-0.09328947,25.33256,54.08592
18416,92.075,-0.01096165,-0.04348595,1.002955,-382.7162,-2030.677,72281.89,-0.8494393,0.1695877,-0.0945489,25.33568,54.08755
18417,92.08,-0.01523158,-0.0400723,0.9996951,-431.2906,-2000.459,72391.73,-0.8581923,0.1662132,-0.09252867,25.33973,54.09234
18418,92.085,-0.01759919,-0.03962032,1.003959,-376.2963,-2025.573,72189.55,-0.8674452,0.1575758,-0.09005001,25.34465,54.10027
18419,92.09,-0.01762962,-0.04546799,1.003003,-306.9249,-1975.12,71718.29,-0.8661959,0.1504161,-0.09137099,25.35035,54.11129
18420,92.095,-0.01555025,-0.04466154,1.000439,-290.2848,-1982.196,71761.04,-0.8629463,0.1500776,-0.0945489,25.35674,54.12528
18421,92.1,-0.01846088,-0.03893396,0.9991795,-292.4788,-2042.833,72100.41,-0.8635488,0.1517616,-0.09530809,25.36368,54.14199
18422,92.105,-0.01564249,-0.0425901,1.003392,-330.9259,-2041.186,72072.05,-0.871951,0.1500776,-0.09604968,25.36748,54.15351
18423,92.11,-0.007271155,-0.04790571,1.002444,-334.1277,-1999.841,72188.4,-0.8770899,0.1460026,-0.09791996,25.36361,54.15011
18424,92.115,-0.008446098,-0.0396209,1.003307,-316.7154,-2012.234,72482.35,-0.8794606,0.1455719,-0.09755045,25.3602,54.14907
18425,92.12,-0.01338357,-0.03859866,1.002789,-341.1076,-2017.879,72430.73,-0.8802502,0.1462552,-0.09479666,25.35735,54.15049
18426,92.125,-0.01327383,-0.04664114,0.9985319,-277.345,-1990.1,72422.88,-0.8869645,0.1410615,-0.09755847,25.35516,54.15435
18427,92.13,-0.0127906,-0.04238969,1.000756,-337.0341,-2029.715,72691.62,-0.8924925,0.1305699,-0.105626,25.35366,54.16058
18428,92.135,-0.01318933,-0.03479389,1.000613,-345.3148,-2026.311,72359.27,-0.8944626,0.1260652,-0.1080559,25.35291,54.16902
18429,92.14,-0.01442308,-0.03510715,0.9998115,-356.9189,-1997.039,71749.27,-0.8888367,0.1293554,-0.1009881,25.35293,54.17946
18430,92.145,-0.01308487,-0.0443902,0.9963528,-390.3495,-1987.066,71866.52,-0.885458,0.1290668,-0.09755045,25.35374,54.19167
18431,92.15,-0.01229964,-0.04508333,0.9982963,-403.4475,-1960.258,72128.41,-0.8864122,0.1186121,-0.1040661,25.35535,54.20536
18432,92.155,-0.01221789,-0.03653501,1.001804,-371.91,-1998.62,71865.5,-0.8944684,0.109559,-0.1095532,25.35773,54.2202
18433,92.16,-0.0100061,-0.03774503,0.9976034,-334.8448,-2029.314,71824.26,-0.8997849,0.11053,-0.1059538,25.36087,54.23586
18434,92.165,-0.007853077,-0.0432715,0.9972355,-338.8587,-2001.849,72114.76,-0.9019665,0.1125582,-0.1050543,25.36472,54.25197
18435,92.17,-0.01124039,-0.04167696,0.9950737,-309.8145,-1958.789,72407.18,-0.8994344,0.1038086,-0.114715,25.36923,54.26816
18436,92.175,-0.01204693,-0.04055789,0.9973931,-346.8422,-1996.257,72457.28,-0.9004657,0.09154735,-0.1230637,25.37433,54.28405
18437,92.18,-0.01118473,-0.04145566,0.9985781,-408.9464,-2061.053,72596.53,-0.9023218,0.08894765,-0.1179847,25.37992,54.29926
18438,92.185,-0.01244651,-0.04156832,0.999011,-398.172,-1997.203,72366.23,-0.9064746,0.09454431,-0.109559,25.3832,54.30762
18439,92.19,-0.00909536,-0.04309786,0.9976789,-455.7881,-1988.879,71861.1,-0.9085907,0.09548172,-0.1097167,25.37789,54.29567
18440,92.195,-0.009280541,-0.04330628,0.9989358,-395.8669,-1979.226,71896.02,-0.9139773,0.08853664,-0.1125513,25.37303,54.28263
18441,92.2,-0.006582292,-0.04331045,1.000557,-360.9447,-2004.184,72245.41,-0.9178305,0.08041604,-0.1079129,25.36874,54.26878
18442,92.205,-0.007568581,-0.04269225,0.9968304,-319.4693,-1960.557,72175.01,-0.9199758,0.07653958,-0.1035536,25.36512,54.25438
18443,92.21,-0.008263083,-0.04107022,0.9982843,-332.6514,-1985.726,72328.51,-0.9161306,0.0762153,-0.109322,25.36226,54.23971
18444,92.215,-0.01394907,-0.03666241,0.9927697,-323.6225,-2011.62,72510.69,-0.9154735,0.07804037,-0.1185613,25.3602,54.22507
18445,92.22,-0.01236907,-0.04016295,0.9978141,-363.3279,-2022.287,72428.21,-0.9184135,0.07814839,-0.1179966,25.359,54.21071
18446,92.225,-0.008558628,-0.04209834,0.9972029,-374.2044,-2027.47,72438.09,-0.9259835,0.07202238,-0.111062,25.35868,54.19698
18447,92.23,-0.01039043,-0.04362625,0.9973743,-376.6991,-2029.806,72622.04,-0.9292935,0.06074839,-0.1098819,25.35923,54.18417
18448,92.235,-0.01675283,-0.03840246,0.994985,-387.0988,-2008.617,72287.24,-0.931982,0.05252717,-0.1170605,25.36068,54.17259
18449,92.24,-0.007298183,-0.04751176,0.9928396,-373.32,-2018.583,71681.9,-0.933399,0.0498915,-0.1232902,25.36298,54.16257
18450,92.245,-0.008261847,-0.03735286,0.9987518,-301.2458,-1989.209,71894.67,-0.9379851,0.04652406,-0.1245644,25.36611,54.15436
18451,92.25,-0.01224703,-0.03849026,0.9965061,-284.4371,-1936.342,72107.94,-0.9394949,0.03874832,-0.1247369,25.36999,54.14823
18452,92.255,-0.01070249,-0.04327416,0.9970228,-332.7948,-1952.115,71757.66,-0.940989,0.03301708,-0.1275637,25.37457,54.14439
18453,92.26,-0.01054321,-0.04479408,0.9971666,-344.5199,-1980.165,71835.13,-0.940682,0.03332766,-0.1285496,25.37974,54.14298
18454,92.265,-0.01237524,-0.03734101,0.9973021,-352.4607,-1949.867,72049.24,-0.9439917,0.03300219,-0.1245644,25.38358,54.14025
18455,92.27,-0.014644,-0.03939558,0.9945837,-363.9136,-1985.095,72189.65,-0.9458122,0.02491831,-0.1205302,25.37803,54.11915
18456,92.275,-0.01102831,-0.04176264,0.998167,-346.4574,-1990.334,72274.06,-0.9484906,0.01350699,-0.1245644,25.37296,54.10122
18457,92.28,-0.009909943,-0.04058879,0.9956321,-405.7053,-2024.641,72430.64,-0.9493905,0.007124239,-0.1313027,25.36853,54.08693
18458,92.285,-0.01562088,-0.03498026,0.9942979,-428.701,-2005.908,72259.83,-0.9544937,0.006003105,-0.1290668,25.36481,54.07666
18459,92.29,-0.009987268,-0.04167589,0.9976507,-373.3996,-1967.311,71821.84,-0.9582164,0.004828363,-0.1196334,25.36187,54.07065
18460,92.295,-0.008858276,-0.04240967,0.9933667,-333.2061,-1996.548,71952.4,-0.9604968,0.003003842,-0.1200735,25.35977,54.06907
18461,92.3,-0.01790069,-0.03320452,0.9940988,-385.3483,-2031.269,72258.74,-0.9581763,0.003798686,-0.1317071,25.35854,54.07195
18462,92.305,-0.01470115,-0.04007954,0.9936139,-400.1257,-2021.381,72164.3,-0.9604968,0.006003105,-0.1350699,25.35821,54.07924
18463,92.31,-0.0111095,-0.04244241,0.9974367,-355.5773,-2040.447,72359.27,-0.9640199,0.003773453,-0.1215947,25.35876,54.09076
18464,92.315,-0.009432736,-0.04143099,0.9990164,-388.6994,-2049.083,72479.46,-0.9664999,-0.004502329,-0.1125582,25.36021,54.10624
18465,92.32,-0.01224455,-0.04077534,0.9956931,-350.0431,-2034.917,72592.77,-0.9621619,-0.01265424,-0.1230694,25.36251,54.12534
18466,92.325,-0.01354171,-0.03931132,0.9983143,-391.9692,-2071.288,72614.61,-0.9619976,-0.01500776,-0.1380714,25.36564,54.14761
18467,92.33,-0.01544757,-0.03643987,0.9953943,-422.9928,-2014.494,72825.41,-0.9661599,-0.0143142,-0.1384689,25.36954,54.17248
18468,92.335,-0.01431516,-0.03353485,0.9981958,-391.4829,-2001.16,72346.59,-0.972503,-0.01802191,-0.1335771,25.37412,54.19934
18469,92.34,-0.008660439,-0.04172954,0.9977401,-365.8835,-1986.411,71685.27,-0.9716996,-0.0269789,-0.1376931,25.37928,54.22747
18470,92.345,-0.00962897,-0.04061236,1.002112,-323.4505,-1976.485,71966.48,-0.972503,-0.03451785,-0.1440745,25.38403,54.25422
18471,92.35,-0.01300537,-0.03723971,0.9994726,-264.7332,-1941.314,72084.39,-0.9763888,-0.03667367,-0.1404156,25.37846,54.25796
18472,92.355,-0.01356967,-0.03847427,1.000383,-312.2698,-1948.25,71813.53,-0.9830084,-0.03902018,-0.1365706,25.37336,54.26123
18473,92.36,-0.01170064,-0.03718968,1.00283,-357.6971,-1967.933,71861.81,-0.9816019,-0.0472973,-0.1446636,25.36888,54.2638
18474,92.365,-0.006663862,-0.04179158,1.003341,-328.188,-1959.548,71970.1,-0.9785073,-0.058536,-0.1560727,25.3651,54.26544
18475,92.37,-0.01381277,-0.03768552,0.9996476,-284.4133,-1957.197,72308.88,-0.9766396,-0.06493048,-0.1546894,25.36209,54.26593
18476,92.375,-0.0108059,-0.03953914,0.9985754,-315.3894,-1999.02,72563.84,-0.9800046,-0.06604102,-0.1455742,25.35991,54.26503
18477,92.38,-0.01263712,-0.03756009,1.001447,-382.5754,-2030.461,72644.82,-0.9788863,-0.06813113,-0.1420083,25.3586,54.26265
18478,92.385,-0.0166975,-0.03343596,1.001028,-374.3832,-1993.485,72380.7,-0.9770053,-0.07503881,-0.1440745,25.35819,54.25863
18479,92.39,-0.01558316,-0.04097878,0.9991442,-407.083,-1999.349,71852.58,-0.9770612,-0.08201759,-0.1420907,25.35866,54.25297
18480,92.395,-0.01057038,-0.04403744,1.002282,-402.3995,-2000.784,72022.77,-0.98601,-0.08404347,-0.1380714,25.36003,54.24568
18481,92.4,-0.006821143,-0.04180562,1.001323,-369.412,-1995.931,72206.8,-0.9923942,-0.08245701,-0.1393084,25.36227,54.23689
18482,92.405,-0.0115128,-0.03711056,1.001384,-365.9378,-1962.542,72179.34,-0.9920074,-0.08405491,-0.1455787,25.36534,54.22678
18483,92.41,-0.01308533,-0.03548851,1.000838,-343.8826,-1939.863,72176.54,-0.9841949,-0.0908008,-0.1493409,25.36918,54.21561
18484,92.415,-0.01470121,-0.03522344,1.00191,-350.3284,-1959.244,72204.45,-0.9845092,-0.09905123,-0.1500776,25.37371,54.20367
18485,92.42,-0.0128001,-0.03756209,1.000379,-339.1115,-1973.142,72308.45,-0.9920803,-0.1046619,-0.1508856,25.37886,54.19132
18486,92.425,-0.005881734,-0.04267307,1.003365,-341.571,-1989.502,72337.71,-1.001018,-0.1095567,-0.1530792,25.38447,54.1789
18487,92.43,-0.0131162,-0.03524453,1.003039,-314.375,-1989.936,72520.76,-0.9984962,-0.1159627,-0.1547297,25.37889,54.14223
18488,92.435,-0.01919214,-0.03736512,0.9994617,-375.7437,-2018.55,71983.59,-0.9935184,-0.1230694,-0.1575872,25.37378,54.10692
18489,92.44,-0.01186457,-0.0487083,1.004156,-415.5412,-1962.14,71360.24,-0.9924626,-0.1275651,-0.1618004,25.36928,54.07396
18490,92.445,-0.01105186,-0.0436436,1.005196,-395.1565,-1968.73,71668.34,-0.9995136,-0.1305733,-0.1650831,25.36548,54.0443
18491,92.45,-0.01452819,-0.03331142,0.9997137,-371.3898,-1998.222,71756.64,-1.000412,-0.13402,-0.1641952,25.36246,54.01881
18492,92.455,-0.01680073,-0.03873767,1.000097,-324.1505,-1927.683,71379.2,-0.9950146,-0.1380714,-0.1620838,25.36029,53.99826
18493,92.46,-0.01604734,-0.04128781,1.002636,-302.6167,-1985.92,71315.85,-0.9889544,-0.1398689,-0.1616928,25.359,53.98332
18494,92.465,-0.01561171,-0.04189521,1.00165,-325.434,-1996.067,71569.12,-0.9965154,-0.141073,-0.1635846,25.35862,53.97453
18495,92.47,-0.01401974,-0.04127048,1.003513,-375.9712,-2017.139,71813.91,-1.007614,-0.1456567,-0.16499,25.35916,53.9723
18496,92.475,-0.009809264,-0.04273606,1.005042,-354.1829,-1971.66,71950.05,-1.011515,-0.1560933,-0.1665896,25.36062,53.97688
18497,92.48,-0.01046632,-0.04222017,1.00596,-348.3049,-1974.456,72155.13,-1.003052,-0.1669478,-0.168762,25.36298,53.98833
18498,92.485,-0.01724857,-0.03238344,1.004564,-395.149,-2018.274,71932.88,-1.001018,-0.1725893,-0.1710885,25.36622,54.00656
18499,92.49,-0.01541496,-0.02844439,1.003906,-366.8597,-1986.701,71390.84,-1.007511,-0.1723964,-0.1702467,25.37029,54.03125
18500,92.495,-0.0114648,-0.03859546,0.9985859,-346.7204,-1975.823,71314.23,-1.014525,-0.17409,-0.1665862,25.3751,54.06194
18501,92.5,-0.01344778,-0.03742453,0.9988767,-313.7931,-2007.915,71566.66,-1.009588,-0.1823373,-0.1624577,25.38059,54.09795
18502,92.505,-0.01395608,-0.03188271,1.003958,-336.02,-1969.639,71436.12,-1.00703,-0.1951101,-0.1620907,25.38663,54.13839
18503,92.51,-0.00887191,-0.03726347,1.004262,-368.462,-1940.646,71404.52,-1.011893,-0.2041848,-0.1655533,25.38242,54.15941
18504,92.515,-0.009494122,-0.03756776,1.006355,-360.2239,-1943.027,71416.29,-1.019019,-0.2071083,-0.1710931,25.37787,54.18137
18505,92.52,-0.00958769,-0.0399233,1.0031,-325.1891,-1981.707,71455.22,-1.013872,-0.2065572,-0.1749977,25.37398,54.20552
18506,92.525,-0.008081689,-0.04559073,0.9993157,-343.2395,-2030.37,71534.58,-1.008522,-0.2086079,-0.1770916,25.37086,54.23112
18507,92.53,-0.007922992,-0.04222772,1.003146,-298.3993,-1997.614,71583.06,-1.01025,-0.2144544,-0.1779871,25.36857,54.25736
18508,92.535,-0.01577319,-0.03528176,1.001995,-293.5786,-1974.327,71160.46,-1.017526,-0.2236157,-0.1800932,25.36719,54.28339
18509,92.54,-0.007213192,-0.04253188,1.003643,-338.3171,-1972.417,70231.35,-1.014938,-0.2321753,-0.1830538,25.36674,54.30836
18510,92.545,-0.008693314,-0.04084522,0.9998388,-275.1012,-1968.539,70206.11,-1.010025,-0.238628,-0.186094,25.36724,54.33145
18511,92.55,-0.0139381,-0.03484641,1.002623,-280.747,-1936.708,70297.35,-1.008536,-0.2418298,-0.1860264,25.36869,54.35191
18512,92.555,-0.01597121,-0.0390873,0.9977446,-311.3654,-1929.702,69990.87,-1.013024,-0.2446265,-0.1830947,25.37107,54.36907
18513,92.56,-0.01910966,-0.03308496,0.9995584,-329.9902,-1971.935,69743.37,-1.011718,-0.2475393,-0.1799439,25.37435,54.38242
18514,92.565,-0.01396397,-0.03966338,0.9956539,-381.4492,-1987.957,69644.16,-1.010022,-0.2521304,-0.1815939,25.37848,54.39155
18515,92.57,-0.01120432,-0.03878266,0.9977632,-353.824,-1929.972,69944.9,-1.009865,-0.2582101,-0.1865767,25.3834,54.39619
18516,92.575,-0.009933083,-0.03503283,1.000249,-304.8621,-1930.429,70080.95,-1.014525,-0.2671382,-0.1905986,25.389,54.39623
18517,92.58,-0.009299105,-0.03436934,0.9983376,-320.9262,-1954.838,70073.65,-1.015178,-0.2749091,-0.1909544,25.39519,54.39171
18518,92.585,-0.006890886,-0.03324528,1.007285,-381.1803,-1970.488,69804.54,-1.016024,-0.2791501,-0.1921028,25.40181,54.3828
18519,92.59,-0.01031791,-0.03207596,1.00193,-329.9738,-1932.504,69065.48,-1.014855,-0.2806341,-0.1951845,25.39892,54.34897
18520,92.595,-0.009038162,-0.03357379,0.9984291,-307.3743,-1962.946,68645.84,-1.014525,-0.2866483,-0.1966017,25.39461,54.30823
18521,92.6,-0.006000112,-0.04301585,0.9962741,-290.7513,-1927.004,68673.63,-1.01029,-0.297013,-0.1919304,25.39075,54.26558
18522,92.605,-0.0143283,-0.03242956,0.9994522,-287.3561,-1870.405,68626.06,-1.010022,-0.3061583,-0.1860963,25.38744,54.22226
18523,92.61,-0.01627144,-0.03544623,0.997124,-369.2629,-1919.031,68224.62,-1.011533,-0.3077664,-0.1851828,25.38472,54.17956
18524,92.615,-0.01021116,-0.03581408,0.9966544,-397.3567,-1984.064,68073.89,-1.014519,-0.3076718,-0.1906055,25.38264,54.13876
18525,92.62,-0.008699824,-0.03386346,0.9986948,-345.9385,-1895.43,68053.45,-1.010434,-0.312575,-0.196556,25.38122,54.10109
18526,92.625,-0.008246858,-0.0370807,0.9927748,-284.3297,-1867.993,68200.52,-1.007028,-0.324178,-0.1995998,25.38049,54.06778
18527,92.63,-0.002707031,-0.04484252,0.9963715,-323.493,-1958.7,67955.12,-1.007608,-0.333649,-0.1981616,25.38043,54.03991
18528,92.635,-0.009989328,-0.03726111,1.004383,-283.4255,-1911.345,67690.4,-1.016025,-0.3376746,-0.1951009,25.38105,54.01849
18529,92.64,-0.0179091,-0.02174946,1.000678,-262.6701,-1882.208,67107.84,-1.018014,-0.3390379,-0.1940711,25.38231,54.00429
18530,92.645,-0.007692939,-0.03813922,0.992589,-290.1148,-1879.152,66151.66,-1.011523,-0.3451785,-0.1996032,25.38419,53.99793
18531,92.65,-0.01131522,-0.0408794,0.991542,-246.3783,-1859.372,66057.37,-1.001558,-0.3531678,-0.2082233,25.38663,53.99979
18532,92.655,-0.009050114,-0.0337035,0.9969062,-271.6194,-1845.796,66097.71,-1.005529,-0.3586935,-0.2131045,25.38959,54.01001
18533,92.66,-0.01160152,-0.03295367,0.9967834,-295.7753,-1816.676,65711.33,-1.015432,-0.3610534,-0.210006,25.39298,54.02847
18534,92.665,-0.01254548,-0.03350711,0.9974035,-277.8871,-1862.755,65097.43,-1.017526,-0.3691909,-0.2056064,25.3967,54.05475
18535,92.67,-0.008057661,-0.03578028,0.9967882,-276.9358,-1861.731,64894.11,-1.003388,-0.3828767,-0.2066644,25.39173,54.06916
18536,92.675,-0.007398009,-0.03344991,0.9973729,-274.5027,-1870.863,65009.87,-0.9950146,-0.3947041,-0.2131102,25.3844,54.08456
18537,92.68,-0.006368837,-0.04348146,0.9935843,-289.2827,-1834.597,65181.6,-1.001279,-0.3970503,-0.2154419,25.37755,54.10616
18538,92.685,-0.007035623,-0.03858081,1.000527,-336.5306,-1844.827,65057.26,-1.014518,-0.3977171,-0.2101052,25.37129,54.13321
18539,92.69,-0.01459632,-0.03191322,0.9960355,-282.6517,-1878.777,64846.38,-1.013547,-0.4030867,-0.2034843,25.36576,54.16478
18540,92.695,-0.01447797,-0.0373354,0.9935673,-254.3933,-1835.915,64129.77,-1.005519,-0.4127226,-0.2056109,25.36103,54.19975
18541,92.7,-0.01049762,-0.03019701,0.9987691,-314.8095,-1833.773,63515.93,-1.000451,-0.4189412,-0.2119581,25.3572,54.23695
18542,92.705,-0.009874835,-0.03407737,0.9934887,-267.8707,-1820.311,63164.07,-1.004019,-0.4247197,-0.2116095,25.35431,54.2751
18543,92.71,-0.01055566,-0.03277871,0.9963716,-239.4481,-1854.836,63015.48,-1.002596,-0.4328389,-0.2037064,25.35242,54.31292
18544,92.715,-0.0103092,-0.03329368,0.9938021,-298.3128,-1834.983,62858.77,-0.9980162,-0.442729,-0.2026048,25.35155,54.34914
18545,92.72,-0.008468593,-0.03698631,1.000279,-306.1514,-1827.75,62302.43,-0.9934953,-0.4463261,-0.211763,25.35172,54.38258
18546,92.725,-0.0148868,-0.03406862,0.996797,-234.739,-1808.767,62033.13,-0.9965165,-0.4457374,-0.219111,25.35291,54.41216
18547,92.73,-0.01180803,-0.03755005,0.9959294,-250.0182,-1818.176,61844.8,-0.9982038,-0.4463044,-0.2164592,25.35512,54.4369
18548,92.735,-0.009979069,-0.03331174,0.9963915,-258.9592,-1809.444,61871.25,-0.9980162,-0.4547352,-0.2161118,25.35826,54.45604
18549,92.74,-0.004966311,-0.03778531,0.9981285,-230.818,-1787.548,61465.86,-0.9926578,-0.4668964,-0.2255493,25.3623,54.46895
18550,92.745,-0.0165719,-0.02350825,1.000221,-264.9385,-1795.036,61187.31,-0.9890115,-0.4787476,-0.2341211,25.3671,54.47522
18551,92.75,-0.008911454,-0.03963981,0.9914435,-366.6364,-1870.864,60755.69,-0.9844002,-0.4843149,-0.2299273,25.36455,54.45747
18552,92.755,-0.01424901,-0.02892964,1.003708,-215.8104,-1799.371,59805.84,-0.9830073,-0.4862572,-0.2236237,25.35914,54.42566
18553,92.76,-0.01003586,-0.03900968,0.9949648,-147.9991,-1752.98,59065.71,-0.9807549,-0.4872721,-0.2270304,25.35455,54.38823
18554,92.765,-0.01100934,-0.03629028,0.998446,-184.9671,-1764.992,58972.48,-0.9815065,-0.4937714,-0.2341131,25.35089,54.34618
18555,92.77,-0.0145596,-0.03358173,0.9981923,-148.5959,-1718.824,58807.41,-0.9804108,-0.5038569,-0.2312555,25.34823,54.30067
18556,92.775,-0.006842314,-0.0368828,0.9945096,-206.4366,-1688.396,58303.38,-0.9800069,-0.5147663,-0.2236157,25.3466,54.25296
18557,92.78,-0.01439464,-0.0284829,1.001703,-217.4581,-1643.866,57624.23,-0.9755838,-0.5187499,-0.2217279,25.34604,54.20443
18558,92.785,-0.01739372,-0.03454993,0.9940585,-211.3732,-1681.438,57421.98,-0.972503,-0.5177678,-0.2251164,25.34655,54.15648
18559,92.79,-0.01021014,-0.03489049,1.001593,-260.6802,-1723.809,57256.7,-0.9686223,-0.5173473,-0.2253646,25.34812,54.11055
18560,92.795,-0.01210168,-0.03927963,1.002563,-225.8424,-1685.221,57226.58,-0.9679984,-0.5267896,-0.2251199,25.35072,54.06806
18561,92.8,-0.005602066,-0.04381713,0.9966074,-221.7091,-1716.531,57105.18,-0.965599,-0.5401825,-0.2275564,25.3543,54.0303
18562,92.805,-0.01530738,-0.02388319,1.001506,-187.9039,-1708.995,56721.23,-0.9649991,-0.5492841,-0.2296188,25.3588,53.99851
18563,92.81,-0.02182603,-0.02861618,1.002259,-225.692,-1670.846,56284.43,-0.9617171,-0.5504754,-0.2275794,25.36415,53.97371
18564,92.815,-0.007845211,-0.04147038,0.9993266,-166.079,-1638.296,55700.97,-0.9589961,-0.5552872,-0.228118,25.37025,53.95674
18565,92.82,-0.004421122,-0.03461488,1.00109,-150.1673,-1645.504,54970.7,-0.9540077,-0.5647411,-0.2314245,25.37698,53.94817
18566,92.825,-0.0164893,-0.0284459,1.001825,-152.8244,-1645.673,54502.42,-0.9529929,-0.5717958,-0.2296188,25.38422,53.94832
18567,92.83,-0.01894596,-0.03458077,0.999671,-152.7527,-1589.148,54207.22,-0.9513699,-0.5687646,-0.2214667,25.38467,53.94205
18568,92.835,-0.006899378,-0.04501745,1.001318,-237.5218,-1637.415,54048.94,-0.9499879,-0.5673071,-0.2221298,25.38103,53.93516
18569,92.84,-0.006775809,-0.03683326,1.002877,-157.0715,-1623.25,53751.96,-0.945399,-0.5741658,-0.2344657,25.37785,53.93723
18570,92.845,-0.01229483,-0.03150349,1.003532,-155.9608,-1576.035,53124.28,-0.945489,-0.5853027,-0.241625,25.37523,53.94805
18571,92.85,-0.02131703,-0.03049122,1.001097,-162.4657,-1576.52,52822.82,-0.9457102,-0.5877063,-0.2314937,25.37324,53.96711
18572,92.855,-0.02069969,-0.02914395,1.002703,-114.8679,-1606.525,52455.44,-0.9439882,-0.5868035,-0.2206141,25.37193,53.99368
18573,92.86,-0.007243488,-0.04282571,1.000187,-154.1729,-1628.692,52390.72,-0.9359578,-0.5913584,-0.2249832,25.37133,54.02678
18574,92.865,-0.0002375137,-0.04216416,1.004598,-200.2246,-1612.714,52314.73,-0.9334874,-0.604822,-0.2371203,25.37148,54.06527
18575,92.87,-0.00503877,-0.0363509,1.004673,-147.7669,-1578.062,51799.25,-0.9361727,-0.6144817,-0.2390993,25.37238,54.10789
18576,92.875,-0.0171169,-0.02845402,1.004499,-158.8928,-1545.254,51374.79,-0.9394745,-0.6168202,-0.2341257,25.37403,54.15324
18577,92.88,-0.02400552,-0.02515515,1.003188,-211.9861,-1517.99,50883.62,-0.9322653,-0.6146733,-0.2340082,25.37642,54.1999
18578,92.885,-0.01749458,-0.03197937,1.000955,-183.3976,-1512.83,50131.05,-0.9244782,-0.6183197,-0.2401242,25.37951,54.24648
18579,92.89,-0.01328833,-0.03703997,1.002165,-167.4309,-1528.025,49333.97,-0.9225309,-0.6259239,-0.2433797,25.38326,54.29158
18580,92.895,-0.01208853,-0.03759236,1.004356,-140.9228,-1508.664,49071.99,-0.9289805,-0.6348284,-0.2446265,25.3876,54.3339
